,Posts,Label
715,ከከከከከ ቨረ ፓለቲካ የገባው ከከከከ ይልቅ አብዛኞቻቹ ፓለቲካ የገባቹ ብሄርተኞች የግለሰብ ወይም የፕሮፌሰር ብርሀኑ ነጋ የግል  ነው ያላቹ እንጂ ኢዜማ ያመጣው አማራጭ እንደ ፓለቲካ ፓርቲ ይበል የሚታስብል ነው መተቸትም ካለብን የያዙትን መወዳደሪያ አማራጮች እንጂ የመንደር ባልቴት ይመስል አሜት የትንሽነት የምቀኝነት መንፈስ ነው ,Offensive
716,በሰፈሩት ቁና ተሰፍረዋል ይት አባታቸው እንደዚህ አርበትብተዋቸው ውለዋል,Offensive
717,የብርሀኑ ተንኮል አሁን ላይ ተነቅቷል በፊት ፕሮፌሰር የሚለውን ታፔላውን ተጠቅሞ ሲያጭበረብር ኑሯል ብርሀኑ ከኢህአፓ ጀምሮ አልተሳካለትም ይሄ የሚያሳየው አቋም የለውም እንደውም እሱ የገባበት የመከረበት ድርጅት መጨረሻው የመፍረስ እድል ያጋጥመዋል ለምንድነው የተማረበትን ሙያ የፈራው በሙያው ቢሰራ ይከበር ነበር የብርሀኑ ነገር በፊት ይገርመኝ ነበር የአአ ዩንቨርስቲ መምህር በወያኔ ሲቀነሱ ብርሀኑ እንደ ተወርዋሪ ኮኮብ ተወንጭፎ አአ ዩንቨርስቲ ሲገባ ገርሞኝ ነበር እሱን ላስማሩት መምህሮች ያልተመቸ መንግስ የእሱ ኮቲ ጠብቆ መግባት ምን ይባላል,Offensive
718,አማራ ስንባል የተጠናወተን ነገር ሁሉንም በጥቅሉ መቃወም ማነወር ሁኗል ተደማምጦ ተወያይቶ እውነቱን አውቆ ስህተት ካለ አርቆ አጋር በመፍጠር ራሳችን የማጠናከር መንገድ ሊታየን አልቻለም በአሉባልታ ወሬ ከሌላውም አልፎ ከራሳችን ጋር እየተጣላን ምን አይነት ውጤት ላይ ልንደርስ እንደምንችል ግራ ያጋባል አንድነት እንላለን ስለ አንድነት የሚታገሉን አንደግፍም አዜማን መቃወም አዴፓን መቃወም አጋርን እያሳነሱ በአፍ ጥላት ከማብዛት ይልቅ ሁላችንም እንድ ሁነን የአባቶቻችን ታሪክ ብናስጠብቅ የተሻለ ነው እርስ በእርስ መነዋወሩን ማቆምና የጠላት መስሪ አሉባልታ ይዞ መነዳት ሊቆም ይገባል በእርቀት ከመጥላት በውይይት እውነታውን መረዳትና ትክክለኛውን መንገድ መደገፍ ቢሆን ጥሩ ነው,Offensive
719,ዴቭዬ ወይ አልገባክም ወይም ሆነ ብለክ ነው ይሄን ያልከውለአንድነት ከአማራ ህዝብ በላይ ላሳር ነውነገር ግን የአንድነት አራማጆች እያባበሉ ገደል ሲከቱት ነው ያዬነውስለዚህ አማራ አማራጩ ራሱን ማዳን ነውኢትዮጵያ በነ ብርሀኑ አንድ እርምጃ አትራመድምለሁሉም ደሴዎች ጥሩ ነው ብለናል,Free
720,ወንድሜ ታዲያ የሚሻለው አማራ እያልን የኦነግን ወይም የትህነግን አቋም ብንቃወም ማን ይስማናል ወይም ጠቅለል ያለውን እኛም አነግ እንበልና በግልፅመለየት ነዋ ምን አጨቃጨቀን ግን ይህ አስተሳሰብ የአማራን ህዝብ አመጥንም ባይ ነኝ መስአውትነት እን ክፍል እንኳ ብንል አባቶቻችን እየተሰው ያቆዩትን አንድነት ለማስከበር ቢሆና ለዚህ ደግሞ እውን መሆን ሁሉንም ጠላት ሳናደርግ የሚቀራረብ አላማ ያላቸውን,Offensive
721,አንድም አልገባህም አንድም ምን ልናገር ብለህ ካልሆነ አንተ የተናገርከውን አደርጋለሁ ብሎ ቃሉ በማጠፍ ተዋርዶ ያዋረደን ለጥቃት የዳረሀን ዋናው የኢትዮጵያችን ጥላት ኢዜማ መሆኑን አላውቅም እንዳትለን,Offensive
722,እንዳልከው አዜማም አይረባም ኦነግም አይረባም ኢሀድግም አይረባም ስለዚህ አብን ይሻላል ብለን ብንታገል ሰሚ ማግኘት እንችላለን,Offensive
723,አማራ ታጋሽ ነው አይቶ መርምሮ አጥንቶ ሲወስን መመለሻ የለውም ዛሬ በደሴ የተደረገው ውሳኔም ይሄው ነው አሁን አማራው በኢዜማ ላይ ላንዴም ለመጨረሻም የሚሆን ውሳኔ ሰጠው አነ አንዱአለም አንዳርጌን የመሳሰሉ እንጭጭ ሰዎች መስሏቸውም ይሁን በገንዘን ተገዝተውም በፍፁም,Offensive
724,በማያውቁት የተንኮልና የመሰሪዎች ፖለቲካ ውስጥ ገብተው ከመዳከር በፍጥነት እንዲወጡ ይመከራሉ ካልሆነም መከራ ይመክራቸዋ,Offensive
725,ደሴዎች አኩርታችሁናል ምርጥ አማራ ናችሁ እናኒሰግናለን,Free
726,የ ኦነግ ሽማግሌ መሪዎች እድሜ እንዲህ የረዘመው ብርሀኑ ነጋ ካስገደላቸው ወጣት የ አማራ አርበኞች በተገኘ ኩላሊት መሆኑን ስትሰማ ደሞ ,Offensive
727,ደሴወች ኮራንባችሁሌባን ወደመጣበት አሳፍሮ መላክ እንዲህ ነው,Free
728,እሚጥምህን አንተ ታውቃለህ የሚጥመኝን አውቃለሁ ቀኑ የሲደርስ እንተያያለንእንደ ባዳር በጥይት ማባረር የለም,Offensive
729,አብን በአዜማ ደረጃ ለመድረስ መቶ አመት አይበቃውም,Offensive
730, ላለፉት ጥቂት ለማይባሉ ወራት ከህግ አግባብ ውጪ በእስር ላይ የቆዩት አረጋዊውና አንጋፋው የታሪክ ምሁር አቶ ታዲየኖስ ታንቱ ከተያዙ ጊዜ ጀምሮ አንድም ቀን ፍርድቤት ሳይቀርቡ  ክስም ሳይመሰረትባቸው  ፖሊስም ቃላቸውን ሳይቀበል  የታሰሩበትም ሳይታወቅ ከርሞ በዛሬው እለት በድንገት ከወህኒ ተፈተው ከቤተሰቦቻቸው ጋር መቀላቀላቸው ተሰምቷል  ,Free
731, የሆነ ባለ ስልጣን ካለሁበት ዘብጣያ ድረስ መጣ ጠራኝ አነጋገረኝም በቃ ይበቃሀል ውጣ ከዚህ ብሎ አሰናበተኝ  ነው ያሉት አሉ አቶ ታዲዮስ ታንቱ  የሞራል ካሳ የለ ይቅርታ የለ የክስ ቻርጅ የለ በቃ ዘብጥያ አክርሞ ሲበቃቸው ውጣ ወደቤትህ ሂድ አይ ሀገሬ   ሳናጣራ አናስርም አስረንም አናጣራም  ዝርዝሩን እንመለስበታለን  ,Free
732, ከመውጣቴ በፊት ግን ,Offensive
733, በብዙ የተጠበቀው የ ንጉሱ በአለ ሲመት ያው ተጠናቋል  አሁን ለንጉሱም ሆነ ለመንግስታቸው እንደ ስጋት ይቆጠሩ የነበሩት እነ እስክንድር ነጋንም ንጉሰ ነገስቱ ለራሳቸውም ሆነ ለዙፋናቸው ጠባቂዎችም ሲሉ በነካ እጃቸው ቢፈቷቸው መልካም ነው  ,Offensive
734, እስክንድር ነጋ ከወሀኒ ቤት ሆኖ ተወዳድሮ ባገኘው የህዝብ ድምፅ በከተማ ተቀምጠው ተወዳድረው ነገር ግን በዤሮ ድምፅ በባዶ የተሸነፉትን የኢዜማውን  ጉራጌና ኦሮሞ ነኝ የሚሉትን  አቶ ግርማ ሰይፉን የብልፅግናው መንግስት የኢንቨስትመንት ቢሮ ሀላፊ አድርጎ የሾመው መንግስት,Offensive
735,ወደ ጀመርነው የአዲሱ ካቢኔ የሀይማኖት ስብጥር በመቶኛ ማየቱ እንመለሳለን  ,Offensive
736,ሰላም ቆዩኝ   ,Free
737,እኔም ቃል እገባለሁ ,Free
738, ካለፈው መንግስት የቀጠለው የጠሚዶኮ አቢይ አቢይ አህመድ መንግስት በዛሬው እለት መርጠው ያቀረቧቸውን እጩ የካቢኔ አባላት ምክርቤቱ በ ተቃውሞ  በ ድምፀ ተአቅቦ እና በአብላጫ ድምፅ ሹመታቸውን አፅድቋል  ተሿሚዎቹም በህወሀት ህገመንግስት ፊት ምለው ተገዝተው ቃልም ገብተው ስራቸውን ሀ ብለው ጀምረዋል ,Offensive
739, ወዳጄ እንደኔ እንደእኔ ለመንግስት የሚያስፈልገው መስታወት መሆን ነው  ቡጉሩንም በጉንጁንም  ማድያቱንም እንዲያይበት መስታወት መሆን ነው የሚጠቅመው  ለመንግስት ሜካፓም ሆኖ መቅረብ አይጠቅመውም  ,Offensive
740, እኔ ለማንም ቢሆን ለራሴም ጭምር መስታወት ሆኜ መቅረብ እንጂ ሜካፕ  ኮስሞቲክሳም ሆኜ መቅረብ አልፈልግም  ,Offensive
741, ሻሎም     ሰላም  ,Free
742,የኦሮሚያ ብልፅግናው ተመራጭ ዶክቶር አንጋሳ ኢብራሂም ለአዲስ አበባ ተወላጆች ያስተላለፉት መልእክት ነው  በዚሁ ትግላቸው አማካኝነት   ,Offensive
743,አቶ ታዬ ደንዷ በአበባ እቅፍ ከቦሌ ድረስ ሄደው ተቀብለዋቸዋል  ኦቦ ሽመልስ የኦሮሚያን የላቀ ጀብዱ ለፈፀሙ ጀግኖች ሜዳልያ አጎናፅፈዋቸዋል  የብርቱካን ሚደቅሳው ምርጫ ቦርድ ደግሞ ለፓርላማ ወንበር አብቅቷቸዋል  ,Offensive
744,ዶክተር አንጋሳ አሁን  በሴተኛ አዳሪ  ልጆች ከተማ  ከሴተኛ አዳሪ ልጆች ላይ የተሰበሰ ግብር የሀራም ገንዘብ በደሞዝ መልክ እየበሉ  ዘና ብለው ይኖራሉ   ,Offensive
745,ደህና እደሩልኝ   ,Free
746,የተባበሩት መንግስታት የፀጥታው ምክር ቤት ዛሬም በኢትዮጵያ ጉዳይ እየተነጋገረ ነው  የምትችሉ ተከታተሉት   ,Free
747,የእብድ ውሻ በሽታ በወሎ ,Free
748, በደቡብ ወሎ ዞን መቅደላ ወረዳ  ቀበሌ በባዙራ የእብድ ውሻ በሽታ መከሰቱንና እስከአሁን ሁለት ሰዎች በበሽታው ምክንያት የሞቱ ሲሆን ከሟቾቹ ጋር ንክኪ የነበራቸው  ግለሰቦች ወደ ከፍተኛ ህክምና ማእከል ለመውሰድ ጥረት እየተደረገ መሆኑን በመቅደላ ወረዳ ጤና ጥበቃ ፅህፈትት ቤት ጤና ኦፊሰር የሆኑት አቶ ዋሱ ሞላ መግለፃቸውም ተዘግቧል  ,Free
749,በቀበሌው እስካሁን  ውሾች መገደላቸው የተገለፀ ሲሆን ባለስለጣናቱ ከማሀበረሰቡ ጋር ውይይት በማድረግ በወረዳው የቀሩ ሌሎች ውሾችን ለመግደል የጉድጓድ ቁፋሮም እየተካሄደ እንደሚገኝ የጤና ኦፊሰሩ አቶ ዋሱ መግለፃቸውም ተዘግቧል  ,Free
750,ባለፈው ወር በዳባት አካባቢ በነበረው ጦርነት የሞቱ ሰዎችን አስከሬን መመገብ የለመዱ በአካባቢው የሚኖሩ ውሾች ሰው ሲያዩ የተለየ ባህሪ በማሳየታቸው በፀጥታ ሀይሉ እርምጃ እንደተወሰደባቸው መዘገቡ አይዘነጋም  ,Free
751,ካለፈው የቀጠለውና በአዲስ መልክ ስራ የጀመረው የዶር አቢይ አህመድ መንግስትም በሰሜን ወሎና በወለጋ ለሚሰቃዩ አማሮች እስከአሁን ምንም አይነት መፍትሄ ለመስጠት አለመንቀሳቀሱም ይታወቃል  ራብ  ወረርሽ  አሁን ደግሞ የእብድ ውሻ ወረርሽ በወሎ አማሮች ላይ መከሰቱ ያስደነግጣል  እግዚአብሄር ይታረቀን  ሰላም  ,Free
752,አዲሱ የአቢይ አህመድ መንግስት ከበፊቱ የአቢይ አህመድ መንግስት ምን የተለየ ነገር ይፈጥራል ብለው ይጠብቃሉ,Free
753,ቀደም ሲል እነ ብፁእ አቡነ ዮሴፍ  እነ ብፁእ አቡነ ሩፋኤል  ዲያቆን ዳንኤል ክብረትነ እና እነ አባ ህፃን በፁእ ወቅዱስ ፓትርያርክ አቡነ መርቆሬዎስን በሳንሳ ተሸክመው ቤተ መንግስት ድረስ ወስደው በሰሩት ደባሪ የወረደ የእጅ መንሻ የቦለጢቃ የፕሮፓጋንዳ ስራ ጠቅላዩ ብዙም ምቾት የተሰማው አይመስልም  ,Offensive
754,በዳይፐር የሚንቀሳቀሱ አባት በግድ በቃሬዛ ተሸክሞ ቤተ መንግስት ወስዶ ፖለቲካ አይሰራበትም  እነ አቡነ ዮሴፍ  እነ አቡነ ሩፋኤል በእውነት እፈሩ  በዚህ ስራችሁ የሚደሰት አማራም  ብልፅግናም  የሚናደድ ትግሬም የለም  ,Offensive
755,ጠቅላይ ሚንስትሩ ወደ ቤተ መንግስታቸው ከተመለሱ በኋላ ብዙም ሳይቆይ በጠቅላይ ሚንስትሩ የማሀበራዊ ዘርፍ አማካሪ በተከበሩት ሙሀዘ ጥበባት ዲያቆን ዳንኤል ክብረት የተመራና የደሀንነት ሚንስትሩን አቶ ተመስገን ጥሩነህንና የፌደራል ፖሊስ ኮሚሽነር ጄነራል አቶ ደመላሽ ገብረ ሚካኤል ያካተተ ቡድን ወደ መንበረ ፓትርያርክ በመሄድ ከቅዱስነታቸው ጋር ረዘም ላሉ ሰአታት መወያየታቸው ተሰምቷል  ,Free
756,አሸባሪን ፈርቶ ሰላም ሰላም ,Offensive
757,የሚዘምረው ላይ ጡንቻቸውን ያሳያሎሀ ,Offensive
758,ሀይሌ እግዚአብሄር ነው ማዳንም የርስ ,Free
759,ይህ ነው ሰውዬው ,Offensive
760,ረታጥቦ ጭቃት አድሮ ቃሪያጋ ርዶፖር በድሉ ዋቅጅራጋ ,Free
761,ኢትዮጵያ ውስጥ የማያጋጭንት የማያዋጋንት ,Free
762,የተቀበልነው ልዩነት ግለሰባዊ መጠሪያ ስማችንኝ ይመስለኛልትት ዛሬ የፖለቲካ አመለካከት ልዩነትት የማንነት ልዩነትት የሀይማኖት ልዩነትት ሰንደቅ አላርቻ ህገመንግስት ላይ ያለን ልዩነትት ወዘተት በሙሉ ህይወት የሚጠፋበት ግጭት ውስጥ ይከተናልት ልዩነታችን ሲሻል መበሻሸቂያት ሲከፋ መጋጫ ነውት ,Free
763,ከወያኔ አገዛዝ ጀምሮ እስካሁን እንደሚታየው ደግፍ አብዛኞቹ በየደረጃው ያሉ የመንግስት አካላትፖ ,Offensive
764,ተቋማትት የሀይማኖት ተቋማትት በተመሳሳይ ,Free
765,ፖለቲካዊ አመለካከት ስር የተደራጁ ቡድኖችት ት ት ,Free
766,የመበሻሸቁና የግጭቱ መሪ ተዋንያን ናቸውትት ፍርድ ስጥ እግዜሩሱ ,Offensive
767,ሎሎሎሎሎሉ ,Offensive
768,መግደል መሸነፍ ነው ሲሉ የነበሩ መሸነፋቸውን ገድለው መሰከሩ ,Offensive
769, ነፒቱት እና የሀሳብ ድርቀታችሁን በተለየ ሀሳብ ማራጭ ያሳያችሰሀሳብ አትፍሩ ግፍ መፈፀም ነዷቱት ከእናንተ በተሻለ ለህዝብ ይጠቅማል ,Offensive
770,በትግራይ ክፍለሀገሮች ጥገኛ ሆኖ የሚኖርየ አይደለም በራሱ ፖለቲካዊ ጉዳዮች ሊወስን ቋሚ የመኖሪያ አድራሻ እንኳን እንዳይኖረው ተደርጎ ግመሎቹን እየተከተለ ከቦታ ቦታ በመዘዋወር የአለፐ እለት ህይወቱን የሚመራ አጅግ የተገፋ ማህበረሰብ ነበርን ከገፀፀፀ ወዲህ ግን ይህ ታሪኩ ሙሉ ለሙሉ ተቀይሮ በወሎና ,Offensive
771,በትግራይ ግዛቶች የነበረው ህዝብ አንድ ላይ ተለባስቦ የራሱን ክልል በማቋቋም በራሱ ልጆች የሚተዳደርቄ በቋንቋው የሚማርና የሚዳኝየ እንደ አንድ ክልል አስፈላጊ ባጀትና ድጎማ ሁሉ የሚመደብለትን ያ ባጀት ደግሞ ባሻው ነገር ላይ ለማዋል ባለ ሙሉ መብት የሆነ ክልል ሆኗሌጀ ይህን ሁሉ ታሪክ የሞዘረዝረውን መሳሪያ አንስቶ ያንን ሁሉ ውለታ ከዋሉለት ወገኖቹ ጋር ለምን አንደሚዋጋ ጨርሶ ስለማይገባኝ ,Offensive
