"Posts","Label"
"ሚኒስትሩ  የአብዛኛው ሸኔ ዋናው መሰረት ቄለም ወለጋ እንደሆነና በዚሁ ስፍራ የሽብር ቡድኑ ","Free"
"የዚህን ዜና ሙሉ መረጃ ለማግኘት ከስር ያለውን ሊንክ ይጫ","Free"
"የዛሬው የደህንነት ሹም አቶ ተመስገን ጥሩነህ በጠቅላዩ አብይ አህመድ የተሰጠውን የአማራ ክልል ፕሬዘዳንትነት ሹመትና ተልእኮ ይዞ ወደ ባህርዳር በማቅናት ከፈፀማቸው ታሪክ ይቅር የማይላቸው ክህደትና በደሎች ቂቶቹን ባቻ እናስታውስ ","Offensive"
"አጣዬ ከተማን ከመጀመሪያው ወረራ የታደጋትን ፋኖ አስቻለው ደሴ ን አስረሸነ","Offensive"
"በጎንደር የነበሩትንና በመሳፍንት የሚመሩትን ፋኖዎች ለመደምሰስ የእግረኛ እና የመካናዝድ ጦር አዘመተ ","Offensive"
"በመጨረሻም በሀገር ሽማግሌዎችና በሀይማኖት ሰዎች ከሸፈ ","Offensive"
"በሰሜን ወሎ ላስታ የሚገኙ ፋኖዎችን የአሳምነው ሰልጣኞች ናችሁ በማለት ሴቶችን ጨምሮ በርካታ","Offensive"
"ቤቱን የጤፍ ጎተራውንና የሽንኩርት መጋዘኑን እንዲወድም አስደርጓል","Offensive"
"በደቡብ ወሎ አማራ ሳይንት በሁሉም ቀበሌ","Offensive"
"የደካሞችንና የአርሶ አደሮችን የውሻ መከላከያ ምርኩዝ","Offensive"
"ህገወጥ የጦር መሳሪያ ነው በማለት በነዳጅ እንዲቃጠሉ አስደርጓል ","Offensive"
"በተያዘ በዚሁ ወረዳ ሰርጎ ገብ ሽፍታ አለ በማለት ከክልል በመጡ የልዩ ሀይል ልብስ የለበሱ ሀይሎች በህዝቡ ላይ የማሸማቀቅ ስራ የተሰራ ቢሆንም ሳይሳካ ቀርቶ ሸሽተው ተመልሰዋል","Offensive"
"በምስራቅ ጎጃም ዞን አንድ ግለሰብ ከባለቤቱና ከቤተሰቦቹ ጋር እንዳለ በሌሊት የህግ አካል ነን","Offensive"
"በማለት የግለሰቡን ቤት በመስበር ግለሰቡን ገድለው ቤተሰቡን ጉዳት ላይ ከጣሉ በኋላ የነበረውን ንብረት","Offensive"
"ዘርፈው እንዲሄዱ አስደርጓል","Offensive"
"ሰኔ ን አስታክኮ ሰብስቦ ያሰራቸውን ከ በላይ ከፍተኛ መኮንኖች ያለምንም ፍርድ እንዲማቅቁ አድርጓል ","Offensive"
"በአዲስ አበባ በከፍተኛ ወጪ የተሰራው የጀነራል አሳምነው ሙሉ የቁም ሀውልት ወደ አማራ ክልል መካነ መቃብሩ ወዳለበት ሄዶ እንዳይቆም አግዶ ሀውልቱን አስጭኖ ወስዶ የት እንዳደረገው አይታወቅም ","Offensive"
" አቶ ተመስገን ሆይ የነ አስቻለው ደሴ ደም እጅህ ላይ እየጮህ ለዚያ በደልህ ተገቢውን ፍትህ ሳታገኝ ሌላ ደም ለማፍሰስ ባትሞክር መልካም ነው ","Offensive"
"ከህወሀትና ኦነግ በላይ ይህች ሀገር ሰላም እንዳትሆን እየሰራ ያለው መንግስት ተብየው ነው ህዝብ መንግስትን ሚሊየን ጊዜ ቢታገስም መንግስት ግን ህዝቡን ወደ ብጥብጥና እርስ በእርስ ጦርነት ለመውሰድ አሁንም ፀንቶ እየሰራ ነው  ","Offensive"
"በዚህ መጥረቢያ ፊት ምን እንድትሆን ትፈልጋለህ ሰገጤ መቼ ይሆን የሚያምርባቸው","Offensive"
"ጅግና ለወገኑ አሀያ ለሆዱ","Offensive"
"እቺማ ኢ ወንጀለኛ ነች እንጂ","Offensive"
"ፈርተህ አታስፈራራን ልብ ነው ዋናው ጫካ ለጫካ ነው የነሱ ወንድነት","Offensive"
"ይሄ ክልል ግን በጠባቦች ምክንያት ወደ ጥልቁ እና መጠፋፋቱ ለምን መግባት አስፈለገው","Offensive"
"በመቶዎች የሚቆጠሩ ኦነጎች በእነ አስቻለው ደሴ እንደተንበረከኩ ለምን ይረሱታል ","Offensive"
"አባት ትጥቁን እንጂ አይሰጥም ልቡን የሚባለውን አያውቁ ኖሯል ","Offensive"
"ግርም የሚለኝ የነዚህ አላማ ና የድድብናቸው ጣራ ነው","Offensive"
"አይ ዘመዴ በችግረኞች ሰበብ የተሰበሰበው ዶላርማ","Offensive"
"ሴት ለሚገለው ሴት ለሚደፍረው አሮጊትና ሽማግሌ ለሚገል ሆነ","Offensive"
"ወይኔ ዛሬስ ብቻዬን እንደእብድ ፍርስ ብዬ ነዉ የሳኩት ክክክክክክክ ወደዉ አይስቁ ማሪያምን ዘመዴ ግን እንደዚህ ሀሳብ አመንጭተህ ስትፅፍ አንድ ቀን አጠገብህ ሆኜ ባይህ መቼም ባለቤትህን በሳቅ ነዉ የምትገላት","Offensive"
"የእብዶች አሰተሳሰብ ለከ ገና እንደ ወርድክ ለናገሩ ፈደል መቁጠር እንጅ መሰልጠን አትችሉም የአገር ነቀርሳ ምድረ እትዬ ከበቡሽ ሁለ","Offensive"
"አይ ዘመዴ ምናለ ልክ እንዳንተ እብድ ሆኜ የልብ የልቤን ብናገር","Offensive"
"ቆ ሻ ሻ ኦሮሞ","Offensive"
"ቡታንታዋ መደበኛ ነው አቋሟ ደግሞ ኢመደበኛ አገላብጨው ከሆነ ቅር እንዳይልሽ የኔ ቡታንታ ፊት","Offensive"
"ዳስቦራ አሽቃባጭ ነው ማን ስጥ አለው","Offensive"
"እየጠለዛት ነዉ እዛዉ","Offensive"
"ከሰውም አልቆጥራቸውም","Offensive"
"ተዋቸው ዘመዴ በርባዳ ርኩቲ እያሉ ለመሮጥ ነው   ልብ እንጅ ጠመንጃ","Offensive"
"መምህር ዘመድ ተዘመዱ አህያ ታመዱ ነው ዱቀታም አለ ዩኒ ማኛ","Offensive"
"አቺ ቆዳ ቀጀላ ቆይ ነብር አየኝ ትበል አትውረድ","Offensive"
"ህፀን ዘመድኩን አቡሽናትክን መች ናው ያምጨርሰው","Offensive"
"ዶላሩ ኦሮሚያ ክልል ስካባተር ተገዝቶ ሎገበሬው ተሰጧል","Offensive"
"እስስት ሰገጤ ነገር ነሽ እባክሽ ቁራሌው","Offensive"
"ምነካህ ጫልቱማ መደበኛ ናት","Offensive"
"ሌባ ጠብቂ","Offensive"
"ከሰሞኑም ከጌጃው ብልፅግና ጋር ባደረገው ስብሰባ ፋኖን ከመምታት በፊት ሸኔን ደምስሻለሁ ማለት እንደሚቀድም ተረድቶ በታጣቂው ፈንታ ተጠቂው ላይ በወሰደው እርምጃ የቀማቸውን መሳሪያዎች ሲያሳየን ነበር","Offensive"
"ፍኖ ቅዘን በቅዘን የደርግሻል","Offensive"
"ጀግና መሳይ ፈሪ","Offensive"
"ቃየል ፊት ብያታለሁ  ","Offensive"
"ሸኔ ጓሮ ለጎሮ የምተኩስ ሽታም ስለሆነ አያሳስብም","Offensive"
"ኢ መደበኛነት ይክሰም ድል ለመደበኛዋ ጫልቱዬ ","Offensive"
"የከብት ሀሳብ እሉሻል","Offensive"
"ይልቁንስ በዛጋር ገራፊዎች እየመጡልህ ነው ደሞ አሁንም ክልላቹን ጥላቹ ፈርጥጡ አላቹ እድሜ ለድሮን በሉ","Offensive"
"ሂኢ ጫልቱ","Offensive"
"የኢመደበኛውን አደረጃጀትን ማን ጀመረው","Offensive"
"ሸኔ እንደሆን የለየለት ሽብርተኛ ተብሎ የተፈረጀ ቡድን እንጂ አዲስ በህቡእ የሚደራጅ ኢመደበኛ ቡድን አይደለም ","Offensive"
"ፋኖንን ኢመደበኛ ነው ያለ የለም አታምታቱ ከዛ ውጭ የኢመደበኛው ጉድ ተከድኖ ይብሰል ነው በጅምላ ከምትቃወሙ ይሄ አደረጃጀት ስር ሳይሰድ እንዲፈርስ አድርጉ የዚህ አደረጃጀት የመጀመርያ ግብ ክልሉን ስርአት አልበኛ አድርጎ ልክ እንደባለፈው ነገር ማድረግ ከዛም በወያኔ ስልት መንጋውን በማዝመት ስርአቱን መናድ ነው","Offensive"
"አሁን ማንን ልትገል ነው እኔዲህ ቆዳ በቆዳ የሆነችው","Offensive"
"ይሄ ደግሞ ቁጥር  የጠላቶቻችን ሴራ ነው ለህዝባዊ መአበልም ከትግራይ ይልቅ አማራ ይቀለናል ","Offensive"
"ለመአከላዊ መንግስቱ ከመቀሌ ይልቅ ደብረብርሀን ቅርብ ነው","Offensive"
" ኦሮሞ ጋር ለማጋጨት ከትግሬ ይልቅ አማራ ይቀለናል ወዘተ ","Offensive"
"መስፈርቶች ፕላን  ኢትዮጵያን ለማፍረስ የታጨው በፋኖ ስም በህብኡ እየተደራጀ ያለው ኢመደበኛ ቡድን ነው","Offensive"
" በደሴ ግንባር ምን ሲሰራ ነበር መከላከያው ደሴ ላይ ከጀርባዬ ተገድያለሁ ብሏል  የመከላከያ ልብስ የለበሰው ቡድን ደሴ መግቢያ ላይ ወዳለው የአማራ ልዩ ሀይል ካፕ በመግባት ቶክስ የከፈተው ቡድን ምን አስቦ ነበር ብዙ አታስወሩን ጉዱ ብዙ ነው ","Offensive"
"አወን ይፈርሳታል አራት ነጥብ ","Offensive"
"ወይጉድ በቃ አንተም ወርደህ ዝም ","Offensive"
"ይችማ በአመራ ደም የተዘፈቀች ኢ መደበኛ ናት","Offensive"
"ከጀርባ ያለው ደግሞ ሱሉልታ ያለው የአፍሪካ አመራር ልህቀት አካዳሚ ነው","Offensive"
"የቄሪት ስብስብበታጠቀ ነወ ብለህ ነወ","Offensive"
"ኦነግ በራሱ  አይነት ማእድን ነው","Offensive"
"ታኬ ኡማ የአራዳ ልጅ ቸበቸበው በቃ ይመቸው","Offensive"
"የሰላምን አማራጭ ወደ ጉን በመተው የትግራይ ህዝብ ህልውና ላይ አደጋ የሚጥል ማንኛውም ሀይል ለመመከት ህዝባዊው የትግራይ ሰራዊት በሙሉ ብቃት እና በተጠንቀቅ ላይ ይገኛል ሲሉ የትግራይ ሰራዊት ወታደራዊ ኮማንድ ቃል አቀባይ ታጋይ ገብረ ገብረፃድቃን ገለፁ ","Offensive"
"የትግራይ ሰራዊት ወታደራዊ ቃል አቀባይ ታጋይ ገብረ ገብረፃድቃን እንደገለፁት የፋሽስቱ አብዪና ስብስቦቹ የቆሙለት አላማ በውል አይታወቅም ","Offensive"
"ስብስቡ በአንድ በኩል የኦሮሞ የአማራ የአፋርና ሌሎች ብልፅግና እያለ ሲሰይም በሌላ በኩል ደግሞ የብሄር ብሄረሰብ ሰም እንዳንሰማ ብሎ ሲዝት የቆሙለት አላማ በውል አለማወቃቸው ያሳያል  የትግራይ ሰራዊት በሙሉ ብቃት እና በተጠንቀቅ ላይ ይገኛል ","Offensive"
"ስብስቡ በዋነኝነት ውሸት እንደ አንድ አላማ አድርጎ የሚንቀሳቀስ ሲሆን የውሸት ፍሰቱም እርሰ በርሱ እንደሚጋጭ ታጋይ ገብረ ገልፀዋል ","Offensive"
"ታጋይ ገብረ እንደተናገሩት ሰሙኑን የፋሽስቱ አጨብጫቢና ቅጥረኛ ጀነራል የሆነው ግለሰብ ኢትዮጱያ የብሄር ብሄረሰቦች አገር ሁና እያለች ኢትዮጱያ የብሄር ብሄረሰቦችና ህዝቦች ህልውናን ለመደፍጠጥ እንደሚሰሩ መዛቱ ኢትዮጱያ በምትባለው ሀገር ምን ያክል የሞራል ዝቅጠት እንዳለ አመላካች ነው ብለዋል ","Offensive"
"ታጋይ ገብረ ገብረፃድቃን እንደተናገሩት በአማራ ክልል ከሚኖሩ የኢትዮጱያ ብሄር ብሄረሰቦችና ህዝቦች መካከል አማራ ብለው እየጠሩት ያሉት ማንነታቸውን ደፍጥጠው ለመግዛት እየዛቱባቸው ያሉትን ህዝቦችን ነው ","Offensive"
"ብህገ መንግስቱ መሰረት ኢትዮጵያ የብሄር ብሄረሰቦችና ህዝቦች ሀገር ናት ስትባል ይህን አይነት ጨፍላቂ ንግግር ማሰማታቸው ሰጥ ለጥ ብላችሁ ትገዛላቹ እንዲሁም አሀዳዊ አገዛዝ ተቀበሉ እያሉ መሆናቸውን ገልፀዋል ","Offensive"
"የብሄር ብሄረሰቦችና ህዝቦችን ህልወናና ማንነት በማጣጣል ጨፍላቂ ንግግርና ዛቻ ስያሰሙ በሀገሪቱ ህግና ስርአት ቢኖር በተጠየቁ ነበር ያሉት ታጋይ ገብረ ገብረፃድቃን እንደ እነዚህ አይነት ጨፍላቂ አስተሳሰቦች የሀገሪቱ ውድቀት የሚያፋጡኑ ናቸውም ብለዋል ","Offensive"
"ወለጋ ውስጥ ጉቱን ተብሎ በሚጠራው ከነቀምቴ ወደ ቡሬ ጎጃም መንገድ አከባቢ የትግራይ ተወላጆች አርሶአደሮች የበቆሎ ጎተራ በአማራ በብልፅግና ሀይሎች አስተባባሪነት የአማራ አርሶ አደሮች መንደር  ተብሎ በሚጠራ ሰፈር የ ተጋሩ ገበሬዎች ምርት እንዲህ አውድመውታል","Offensive"
"በሆሮ ጉዱሩ የድሀው የገበሬ ሀብትና ንብረቶች እንድሁም አገርንና ህዝብን የሚጠቅምና የሚያበለፅግ ተቸግሮ ለብዙ አመት ለፍቶ ያፈራውን በጥቅት የፓለቲካ ጥመኞች","Offensive"
" የአደሀዊ ናፋቂዎች ምንም አስከ  አ ም ድረስ አማራ ዘር   ጎሳና ብሄር የሌለው ","Offensive"
" ፌደራልስትን ጨፍልቆ በአንድነት መግዛት የሚፈልግ ከየመን በረሀ አገረ አቋሪጦ የመጣ ክርስቲያን በመሆኑ አገር የሌላቸውና በወቅቱ እስከ ተገለፀው ያልተፈጠሩ ","Offensive"
"ስለሚያውቁ ህዝብን በሀይል በማተራመስ የህዝብ ቤትና የልማት አውታሮችን በእሳት እያወደሙ ስለሆነ የፌደራል መንግስትና የክልሉ የኦሮምያ መንግስት አደብ መስጠት አለባችሁ   ","Offensive"
"አለበለዚያ ፌደራልስትን የሚከተል ብሄር ብሄረሰብ በቆራጥነት ህዝቡን ንብረትና የልማት እቅዶችን የሚያጠፉትን በአንድነት ከተነሱ ለአገር ለኢኮኖም መልካም አይሆንም  ","Offensive"
"ስለዚህ ነፍጤኞች እጃቸውን ልሰበስቡ ይገባል","Offensive"
"ሁሌም አስተሳሰባቹ ክፋት ብቻ","Offensive"
" ባንዳ በእሳም በምንም ስም አልሰድብህም ቅርብ ቀን ጠብቅ ወደድክም","Offensive"
"እድሜው አጭር ሰለሆነ ነው ቫይርሳም","Offensive"
"አብቅቶላችዃል ደግም በምንም ታአምር የናንተን መንግስት አንፈልግም መሳሪ ሁላ ሌቦች ዉሻታሞች አጭበርባሪዎች ናችሁ","Offensive"
"ለዚህ ነው በክህደት ከጀርባው ያረዳችሁት","Offensive"
"ቢከፍቱት ተልባ","Offensive"
"እነናት አፈር ትብላ ሰራዊቱን ይሄንን ያህል ካወከው ለምን ጨፈጨፋችሁት","Offensive"
"አተ ዶማ ደሞ አተ መጣህ ደሞ አተ የገማህ ተሸንፋቹሁ ስፈረጡጡ አፋቹሁን ታበላላቹሁ ለምን ተመለሳቹሁ ወድ ከሆናቹሁ እናተ ዝብላቹሁ ሊጣቹሁን ጠጡ እናመጣላቹሀል ሊጥ ለመጠጣት ነበር የመጣቹሁት ጠጣቹሁ","Offensive"
"ቆሻሾች ናችሁ አንተ ብሎ ተንታኝ ማነኝ አልክ ቅማላም","Offensive"
"አንተን   ብሎ   ተንታኝ  ","Offensive"
" እንዴት   የሰው   ልጅ   ሁሌ   በውሸት   ይኖራል   ቢያንስ   በትግርኛ   አዉራ  ","Offensive"
" ሌላው   የኢትዮጵያ   ህዝብ   ስለማይሰማችሁ   አትለፉፈዱ   ስታስተሉ   እንዴ   እንዴት   ሰዉ   ሲጠላ   አይገባዉም  ","Offensive"
"አሳፋሪወች ናችሁ","Offensive"
"ቀዳዳ መጀመሪያ ያለዉን ተረዱ","Offensive"
"እናንተ ብቻ ተተርተሩ ህዝባችሁ እያለቀ","Offensive"
"የቃላት አጠቃቀምህን ሆነ የትንታኔ ችሎታህን ሳይላመጥ የሚዋጥ ነው","Offensive"
"እነተ ሌቦች እማታፈሩ ","Offensive"
"ዛ ነው በሲኖ የደፈጠጣችውት ሰው የምትመስሉ አነበጣዎች","Offensive"
" አንቴነ ከንቴ ጋር ያሌቹ ሰበከቺን ያምሰመለቹ ያሌም ይልቁንስ ለትግርይ ህዝብ አስብለቹ ያነቴ ጄኔርሎቹ ያሁሉ ፎቅ ከት አመጡ አንዱ ሰትታቺ ዞረ እየያ","Offensive"
